kennzahl,name,langtext,strasse,hausnr,plz,ort,gemeindenummer,telefon,email,weburl,art,bezirk
407205,Gemeindekindergarten Ebensee,,Rindbachstraße,5,4802,Ebensee am Traunsee,40704,,gemeindekindergarten@ebensee.ooe.gv.at,https://www.ebensee.at/gemeindekindergarten,Kindergarten,407
407206,Städt. Kindergarten Gmunden - Stadt,,Bahnhofstraße,10,4810,Gmunden,40705,07612/794-442,kiga.stadt@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Kindergarten,407
407207,Städt. Kindergarten Gmunden - Schörihub,,Fichtenweg,2,4810,Gmunden,40705,07612/794-480,kiga.schoerihub@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Kindergarten,407
407208,Städt. Kindergarten Gmunden - Marienbrücke,,Spitalstraße,2,4810,Gmunden,40705,07612/794-450,kiga.marienbruecke@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Kindergarten,407
407209,Städt. Kindergarten Gmunden - Traundorf,,Annastraße,4a,4810,Gmunden,40705,07612/794470,kiga.traundorf@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Kindergarten,407
407215,Gemeindekindergarten Kirchham,,Kirchham,36,4656,Kirchham,40710,07619/2030,kiga.kirchham@gmx.at,https://www.kirchham.at/kindergarten,Kindergarten,407
407216,Gemeindekindergarten  Danzermühl,,Danzermühl,1,4663,Laakirchen,40711,07613/44744,kiga.danzermuehl@laakirchen.at,https://www.laakirchen.ooe.gv.at/kindergarten_danzermuehl,Kindergarten,407
407218,Gemeindekindergarten Reintal,,Fischerweg,1,4664,Laakirchen,40711,07613/2655,kiga.reintal@laakirchen.at,https://www.laakirchen.ooe.gv.at/kindergarten_reintal_7,Kindergarten,407
407219,Gemeindekindergarten Pinsdorf I,,Steinbichlstraße,11,4812,Pinsdorf,40714,07612/62836,kindergarten1@pinsdorf.ooe.gv.at,https://www.pinsdorf.at/kinderbetreuung/kindergarten,Kindergarten,407
407220,Gemeindekindergarten Scharnstein,,Hauptstraße,43,4644,Scharnstein,40719,07615/2507,kindergarten@scharnstein.ooe.gv.at,https://www.kindergarten-scharnstein.at,Kindergarten,407
407222,Gemeindekindergarten St. Konrad,,Ort,7,4817,St. Konrad,40716,07615/8025-3,kiga.st.konrad@gmail.com,https://www.st-konrad.at/unser_st_konrad/kinderbetreuung_schulen/kindergarten,Kindergarten,407
407223,Gemeindekindergarten Steyrermühl,,Brunntalstraße,32a,4662,Laakirchen,40711,07613/3925,kiga.steyrermuehl@laakirchen.at,https://www.laakirchen.ooe.gv.at/kindergarten_steyrermuehl_2,Kindergarten,407
407224,Gemeindekindergarten Vorchdorf,,Kitzmantelstraße,16,4655,Vorchdorf,40720,07614/7242,kiga.vorchdorf@aon.at,https://www.vorchdorf.at/unser_ort/bildungseinrichtungen/kindergarten_vorchdorf,Kindergarten,407
407227,"Vereinskindergarten Ein Kinderhaus"" Altmünster""",,Eben,3,4813,Altmünster,40701,07612/89364-11,kindergarten@kinderhaus.at,https://www.kinderhaus.at,Kindergarten,407
407228,Evangelischer Kindergarten Bad Goisern,,Perndanner Promenade,3,4822,Bad Goisern am Hallstättersee,40702,06135/8684,ev.kindergarten.goisern@gmail.com,https://www.kindergarten-goisern.at/start.html,Kindergarten,407
407229,Kindergarten der OÖ Hilfswerk GmbH Bad Ischl - Reiterndorf,,Maria Theresien-Weg,3,4820,Bad Ischl,40703,,kgreiterndorf@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Kindergarten,407
407230,Pfarrcaritaskindergarten Rußbach,,Rußbach,14,5360,St. Wolfgang im Salzkammergut,40717,,kiga@schuki.at,https://www.schuki.at,Kindergarten,407
407231,Pfarrcaritaskindergarten Altmünster,,Lindenstraße,6,4813,Altmünster,40701,07612/87592,KG407231@pfarrcaritas-kita.at,https://www.pfarre-altmuenster.at,Kindergarten,407
407233,Kindergarten des Schulvereins der Kreuzschwestern Bad Goisern,,Gottlieb-Oberhauser-Straße,15,4822,Bad Goisern am Hallstättersee,40702,,kath.kiga@badgoisern.kreuzschwestern.at,https://www.schulen.kreuzschwestern.at/de/kindergarten-bad-goisern,Kindergarten,407
407234,Pfarrcaritaskindergarten Bad Ischl,,Wirerstraße,14,4820,Bad Ischl,40703,06132/23230,KG407234@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64038,Kindergarten,407
407235,Pfarrcaritaskindergarten Ebensee - St. Josefshaus,,Langbathstraße,44,4802,Ebensee am Traunsee,40704,,KG407235@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/6406101/unserkindergarten/aktuelles,Kindergarten,407
407236,Pfarrcaritaskindergarten Roith - Ebensee,,Steinkogelstraße,3,4802,Ebensee am Traunsee,40704,,KG407236@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/6406102,Kindergarten,407
407237,Kindergarten des Schulvereins der Kreuzschwestern Gmunden,,Pensionatstraße,9,4810,Gmunden,40705,07612/64951-26,kiga@gmunden.kreuzschwestern.at,https://www.schulen.kreuzschwestern.at/de/kindergarten-gmunden,Kindergarten,407
407238,"Pfarrcaritaskindergarten Grünau - St. Jakob""""",,Kirchenplatz,5,4645,Grünau im Almtal,40707,07616/8437,kindergarten.almtal@a1.net,https://www.gruenau.ooe.gv.at/kindergarten_gruenau,Kindergarten,407
407239,Pfarrcaritaskindergarten Gschwandt,,Alt-Gschwandt,2,4816,Gschwandt,40708,07612/67993,KG407239@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4108/3menuepunkt/pfarrcaritaskindergartenu,Kindergarten,407
407240,Pfarrcaritaskindergarten Hallstatt,,Salzbergstraße,22,4830,Hallstatt,40709,0676/87765921,KG407240@pfarrcaritas-kita.at,https://www.kath.hallstatt.net,Kindergarten,407
407241,Kindergarten Laakirchen,,Glöckelstraße,3,4663,Laakirchen,40711,07613/4253,kiga.laakirchen@laakirchen.at,,Kindergarten,407
407242,Pfarrcaritaskindergarten Neukirchen bei Altmünster,,Neukirchen,79,4814,Neukirchen bei Altmünster,40701,07618/21200-30,KG407242@pfarrcaritas-kita.at,,Kindergarten,407
407243,Kindergarten Obertraun - Familienzentren GmbH der OÖ Kinderfreunde,,Obertraun,91,4831,Obertraun,40712,,kindergarten.obertraun@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,407
407244,Pfarrcaritaskindergarten Ohlsdorf I,,Hauptstraße,31,4694,Ohlsdorf,40713,07612/47725,kiga1.ohlsdorf@aon.at,https://www.dioezese-linz.at,Kindergarten,407
407245,Pfarrcaritaskindergarten Ohlsdorf II,,Wöhrerstraße,4,4694,Ohlsdorf,40713,07612/47028,kiga2.ohlsdorf@aon.at,https://www.dioezese-linz.at,Kindergarten,407
407246,Pfarrcaritaskindergarten Roitham,,Pfarrhofstraße,5a,4661,Roitham am Traunfall,40715,07613/5320,KG407246@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4326/menue1/pfarrcaritaskindergarten,Kindergarten,407
407247,Pfarrcaritaskindergarten St. Wolfgang im Salzkammergut,,Markt,199,5360,St. Wolfgang im Salzkammergut,40717,06138/2553,kiga-st.wolfgang@outlook.at,https://www.pfarre-sankt-wolfgang.at,Kindergarten,407
407248,Pfarrcaritaskindergarten Traunkirchen,,Kindergartenstraße,3,4801,Traunkirchen,40718,07617/2318,KG407248@pfarrcaritas-kita.at,https://www.pfarre-traunkirchen.at/content/caritaskindergarten,Kindergarten,407
407249,Evangelischer Kindergarten Gosau,,Brigitta-Wallner-Weg,3,4824,Gosau,40706,,kindergarten.gosau@diakoniewerk.at,https://www.diakoniewerk-oberoesterreich.at/de/kiga-gosau,Kindergarten,407
407250,Pfarrcaritaskindergarten Ohlsdorf III,,Wöhrerstraße,6,4694,Ohlsdorf,40713,,kiga3.ohlsdorf@aon.at,https://www.dioezese-linz.at,Kindergarten,407
407254,Gemeindekindergarten Pinsdorf II,,Brunnweg,7,4812,Pinsdorf,40714,,kindergarten2@pinsdorf.ooe.gv.at,https://www.pinsdorf.at/kinderbetreuung/kindergarten,Kindergarten,407
407258,Regenbogen Kindergruppe,,Frauengasse,4,4820,Bad Ischl,40703,,info@kindergruppe-regenbogen.at,https://www.kindergruppe-regenbogen.at,Kindergarten,407
407259,Kindergarten Kraki der Marktgemeinde Scharnstein,,Hauptstraße,43a,4644,Scharnstein,40719,07615250725,kraki@almtal.net,https://www.scharnstein.ooe.gv.at/kraki_-_krabbelstube_und_kindergarten,Kindergarten,407
407260,Kindergarten Vorchdorf - Fischböckau,,Fischböckauer Straße,10/1,4655,Vorchdorf,40720,,kiga.fischboeckau@aon.at,https://www.vorchdorf.at/unser_ort/bildungseinrichtungen/kindergarten_vorchdorf,Kindergarten,407
407262,Montessori Kinderhaus Traunviertel,,Europaplatz,5,4663,Laakirchen,40711,0676/83940478,office@dorfschule-montessorihaus-traunviertel.org,,Kindergarten,407
407302,Pfarrcaritaskindergarten Altmünster - Reindlmühl,,Reindlmühl,7,4814,Neukirchen bei Altmünster,40701,07618/7235,KG407302@pfarrcaritas-kita.at,https://www.pfarre-altmuenster.at,Kindergarten,407
407401,Heilpädagog. Kindergarten Bad Ischl,HP,Ahornstraße,2,4820,Bad Ischl,40703,,kiho.badischl@caritas-ooe.at,https://www.bad-ischl.ooe.gv.at,Kindergarten,407
407601,"Gemeindehort Altmünster - Kunterbunt""""",,Marktstraße,29,4813,Altmünster,40701,,hort@altmuenster.ooe.gv.at,https://www.hort-altmuenster.at,Hort,407
407602,Gemeindehort Scharnstein,,Kirchenplatz,5,4644,Scharnstein,40719,07615/2277-20,schuelerhort@almtal.net,hortscharnstein.jimdofree.com,Hort,407
407606,Hort der OÖ Hilfswerk GmbH  Bad Ischl,,Maria-Theresien-Weg,3,4820,Bad Ischl,40703,06132/24083,hort.badischl@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,407
407607,"Hort der OÖ Hilfswerk GmbH Ebensee - Sonnenblume""""",,Kirchengasse,7,4802,Ebensee am Traunsee,40704,,hort.ebensee@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,407
407609,Hort der OÖ Hilfswerk GmbH Gmunden,,Annastraße,4b,4810,Gmunden,40705,,schuelerhort.gmunden@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,407
407610,Gemeindehort Ohlsdorf,,Hauptstraße,31,4694,Ohlsdorf,40713,,schuelerhort.ohlsdorf@gmx.at,https://www.ohlsdorf.at/schulen_kinderbetreuung/kinderbetreuungseinrichtungen,Hort,407
407611,Hort des Schulvereins der Kreuzschwestern Gmunden,,Pensionatstraße,9,4810,Gmunden,40705,,hort@gmunden.kreuzschwestern.at,https://www.schulen.kreuzschwestern.at/de/hort-gmunden,Hort,407
407612,Gemeindehort Pinsdorf,,"VS, Steinbichlstraße",9,4812,Pinsdorf,40714,,hort@pinsdorf.ooe.gv.at,https://www.pinsdorf.at/kinderbetreuung/kinderhort,Hort,407
407617,Hort Grünau - Familienzentren GmbH der OÖ Kinderfreunde,,"VS, Kirchenplatz",4,4645,Grünau im Almtal,40707,07616/83096,hort.gruenau@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,407
407618,Schülerhort des Frauenforums Salzkammergut,,Kirchengasse,7,4802,Ebensee am Traunsee,40704,,bunter.kinderhort@frauenforum-salzkammergut.at,frauenforum-salzkammergut.at/hort,Hort,407
407623,Hort Hallstatt - Familienzentren GmbH der Oö Kinderfreunde,,Salzbergstraße,175,4830,Hallstatt,40709,,hort.hallstatt@kinderfreunde-ooe.at,https://www.kinderfreunde.at,Hort,407
407801,Heilpädagog. Hort Bad Ischl,HP,Maria-Theresienweg,5,4820,Bad Ischl,40703,,kiho.badischl@caritas-ooe.at,https://www.caritas-ooe.at,Hort,407
407802,Sonderhort der OÖ Hilfswerk GmbH - Nikolaus-Lenau-Schule,HP,Spitalstraße,10,4810,Gmunden,40705,,sonderhort.gmunden@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,407
408101,Pfarrcaritaskrabbelstube Hofkirchen an der Trattnach,,Schulstraße,1,4716,Hofkirchen an der Trattnach,40811,07734/2669,KS408101@pfarrcaritas-kita.at,https://www.hofkirchen-trattnach.at/caritas_kindergarten_und_krabbelstube,Krabbelstube,408
408102,Krabbelstube Parz - Grieskirchen,,Parzer Schulstraße,2,4710,Grieskirchen,40808,07248/62255-80,kindergarten@grieskirchen.at,https://www.kindergarten-parz.at,Krabbelstube,408
408103,Betriebskrabbelstube Klinikum Wels-Grieskirchen,Standort Grieskirchen,Wagnleithnerstraße,28,4710,Grieskirchen,40808,07248/6016376,krabbelstube@klinikum-wegr.at,https://www.grieskirchen-franziskanerinnen.at,Krabbelstube,408
408104,Krabbelstube Peuerbach,,Georg-von-Peuerbach Straße,20,4722,Peuerbach,40835,07276/2870,krabbelstube.peuerbach@aon.at,https://www.kindergarten-peuerbach.at,Krabbelstube,408
408106,Krabbelstube der Marktgemeinde Gallspach,,Stelzhamerstraße,8a,4713,Gallspach,40805,07248/64319,kindergarten@gallspach.ooe.gv.at,https://www.gallspach.at/unser_gallspach/bildung/kindergarten_gallspach,Krabbelstube,408
408108,Pfarrcaritaskrabbelstube Bad Schallerbach,,Ziegeleistraße,21,4701,Bad Schallerbach,40802,07249/48686,KS408108@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64041,Krabbelstube,408
408109,Krabbelstube Wallern an der Trattnach,,Schallerbacherstraße,14,4702,Wallern an der Trattnach,40832,,krabbelstube@wallern.ooe.gv.at,http://www.wallern.at/unser_wallern/krabbelstube,Krabbelstube,408
408110,Pfarrcaritaskrabbelstube Gaspoltshofen,,Pfarrhofweg,5,4673,Gaspoltshofen,40806,07735/6846,KG408222@pfarrcaritas-kita.at,https://www.pfarre-gaspoltshofen.at/node/60,Krabbelstube,408
408112,Gemeindekrabbelstube Taufkirchen an der Trattnach,,Taufkirchen,23,4715,Taufkirchen an der Trattnach,40829,,kindergarten@taufkirchen.at,taufkirchen.at/gemeinde/kindergarten-krabbelstube,Krabbelstube,408
408113,Pfarrcaritaskrabbelstube Pram,,Hofmark,31,4742,Pram,40822,07736/6201(KG),kindergarten-pram@a1.net,https://www.dioezese-linz.at/pfarre/4299/wirsind/kindergarten/article/149868.html,Krabbelstube,408
408114,Pfarrcaritaskrabbelstube Weibern,,Kindergartenweg,3,4675,Weibern,40833,07732/3442,KS408114@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64457/article/63441.html,Krabbelstube,408
408115,Krabbelstube Schlüßlberg,,Schulgasse,2,4707,Schlüßlberg,40827,07248/66066-55,kindergarten@schluesslberg.ooe.gv.at,https://www.schluesslberg.ooe.gv.at/gemeindeeinrichtungen/kindergarten/krabbelgruppe,Krabbelstube,408
408116,Pfarrcaritaskrabbelstube Waizenkirchen,,Kuefsteinweg,2,4730,Waizenkirchen,40831,07277/2404,KS408116@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kg-waizenkirchen,Krabbelstube,408
408117,Gemeindekrabbelstube Kallham,,Hauptstraße,22a,4720,Kallham,40812,07733/6290,kindergarten@kallham.ooe.gv.at,https://www.kallham.ooe.gv.at/kindergarten,Krabbelstube,408
408118,Pfarrcaritaskrabbelstube Kematen am Innbach,,Kindergartenstraße,2,4633,Kematen am Innbach,40813,07247/20293,kindergarten@kematen-innbach.ooe.gv.at,kindergarten.kematen-innbach.at,Krabbelstube,408
408119,Regenbogenkrabbelstube Natternbach,,Schulstraße,5,4723,Natternbach,40816,07278/8209-13,kindergarten@natternbach.ooe.gv.at,natternbach.riskommunal.net,Krabbelstube,408
408120,Krabbelstube Haag am Hausruck,,Kirchengasse,10,4680,Haag am Hausruck,40809,07732/2365,kindergarten.haag@dialog-gruppe.at,,Krabbelstube,408
408121,Krabbelstube Pollham,,Pollham,34,4710,Pollham,40821,07248/68712-220,kindergarten@pollham.ooe.gv.at,kigapollham.jimdofree.com,Krabbelstube,408
408122,Pfarrcaritaskrabbelstube Neukirchen am Walde,,Pühretstraße,14,4724,Neukirchen am Walde,40817,07278/3256,KG408227@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4451/ueberuns/kindergarten,Krabbelstube,408
408123,Krabbelstube St. Agatha,,Stauffstraße,7,4084,St. Agatha,40824,,krabbelstube@st-agatha.at,,Krabbelstube,408
408124,Krabbelgruppe Aistersheim,,Aistersheim,10,4676,Aistersheim,40801,,kiga.aistersheim@gmail.com,,Krabbelstube,408
408125,Krabbelstube St. Georgen bei Grieskirchen,,St. Georgen,34,4710,St. Georgen bei Grieskirchen,40825,07248/6274115,kindergarten_st.georgen@gmx.at,https://www.st.georgen.co.at,Krabbelstube,408
408126,Gemeindekrabbelstube Rottenbach,,Rottenbach,2,4681,Rottenbach,40823,07732/234011,kg@rottenbach.ooe.gv.at,,Krabbelstube,408
408127,Pfarrcaritaskrabbelstube Wendling,,Schulstrasse,8,4741,Wendling,40834,07736/6158,kindergarten-wendling@utanet.at,,Krabbelstube,408
408201,Gemeindekindergarten Aistersheim,,Aistersheim,10,4676,Aistersheim,40801,07734/2805-11,kiga.aistersheim@gmail.com,https://www.aistersheim.at/kindergarten_1,Kindergarten,408
408202,Gemeindekindergarten Gallspach,,Stelzhamerstraße,8a,4713,Gallspach,40805,07248/64319,kindergarten@gallspach.ooe.gv.at,https://www.gallspach.at/unser_gallspach/bildung/kindergarten_gallspach,Kindergarten,408
408203,Gemeindekindergarten Geboltskirchen,,Feld,11,4682,Geboltskirchen,40807,07732/4156,kindergarten@geboltskirchen.at,https://www.geboltskirchen.at/gemeinde/gemeinde/einrichtungen/kindergarten.html,Kindergarten,408
408204,Gemeindekindergarten Pollham,,Pollham,34,4710,Pollham,40821,07248/68712-220,kindergarten@pollham.ooe.gv.at,kigapollham.jimdofree.com,Kindergarten,408
408205,Kindergarten Parz - Grieskirchen,,Parzer Schulstraße,2,4710,Grieskirchen,40808,07248/6225580,kindergarten@grieskirchen.at,https://www.kindergarten-parz.at,Kindergarten,408
408206,Gemeindekindergarten Heiligenberg,,Schulstraße,3,4733,Heiligenberg,40810,07277/27644,kindergarten.heiligenberg@a1.net,https://www.heiligenberg.at/kindergarten,Kindergarten,408
408207,Gemeindekindergarten Kallham,,Hauptstraße,22a,4720,Kallham,40812,07733/6290,kindergarten@kallham.ooe.gv.at,https://www.kallham.ooe.gv.at/kindergarten,Kindergarten,408
408208,Gemeindekindergarten Meggenhofen,,Meggenhofen,101,4714,Meggenhofen,40814,07247/7663,kdg.meggenhofen@flashnet.at,https://www.meggenhofen.at/kindergarten,Kindergarten,408
408209,Gemeindekindergarten Michaelnbach,,Grieskirchner Straße,6a,4712,Michaelnbach,40815,07277/2555-120,kindergarten@michaelnbach.ooe.gv.at,https://www.michaelnbach.at/kindergarten,Kindergarten,408
408210,Regenbogenkindergarten Natternbach,,Schulstraße,5,4723,Natternbach,40816,07278/8209-13,kindergarten@natternbach.ooe.gv.at,natternbach.riskommunal.net,Kindergarten,408
408212,Gemeindekindergarten Bruck-Waasen,,Bruck an der Aschach,47,4722,Peuerbach,40835,07276/3410,kindergarten.bruck47@gmail.com,https://www.kindergartenbruck.at,Kindergarten,408
408213,Gemeindekindergarten Rottenbach,,Rottenbach,2,4681,Rottenbach,40823,07732/2340-13,kg@rottenbach.ooe.gv.at,https://www.rottenbach.gv.at/daten/bildung,Kindergarten,408
408214,Gemeindekindergarten Schlüßlberg,,Schulgasse,2,4707,Schlüßlberg,40827,07248/66066-55,kindergarten@schluesslberg.ooe.gv.at,https://www.schluesslberg.ooe.gv.at/gemeindeeinrichtungen/kindergarten,Kindergarten,408
408215,Gemeindekindergarten St. Agatha,,Schulweg,2,4084,St. Agatha,40824,07277/27516,kiga@st-agatha.at,https://www.st-agatha.at/kindergarten_st_agatha,Kindergarten,408
408216,Kindergarten St. Georgen bei Grieskirchen,,St. Georgen,31,4710,St. Georgen bei Grieskirchen,40825,07248/62741-15,kindergarten_st.georgen@gmx.at,https://www.georgen.co.at,Kindergarten,408
408217,Gemeindekindergarten St. Thomas,,St. Thomas,100,4732,St. Thomas,40826,07277/7212-320,kindergarten@st-thomas.ooe.gv.at,https://www.sankt-thomas.at/kindergarten,Kindergarten,408
408218,Gemeindekindergarten Wallern an der Trattnach,,Schulstraße,6,4702,Wallern an der Trattnach,40832,07249/42030,kindergarten@wallern.ooe.gv.at,http://www.wallern.at/unser_wallern/kindergarten,Kindergarten,408
408220,Kindergarten Peuerbach,,Georg-von-Peuerbach Straße,20,4722,Peuerbach,40835,07276/2870,kindergarten.peuerbach@aon.at,https://www.kindergarten-peuerbach.at,Kindergarten,408
408221,Pfarrcaritaskindergarten Bad Schallerbach,,Ziegeleistraße,21,4701,Bad Schallerbach,40802,07249/48686,KG408221@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64041,Kindergarten,408
408222,Pfarrcaritaskindergarten Gaspoltshofen,,Pfarrhofweg,5,4673,Gaspoltshofen,40806,07735/6846,KG408222@pfarrcaritas-kita.at,https://www.pfarre-gaspoltshofen.at/node/60,Kindergarten,408
408223,Kindergarten Grieskirchen des VfFB,,Roßmarkt,28,4710,Grieskirchen,40808,,Kindergarten.Grieskirchen@vffb.or.at,,Kindergarten,408
408224,Kindergarten Haag am Hausruck,,Lambacher Straße,8,4680,Haag am Hausruck,40809,07732/2365,kindergarten.haag@dialog-gruppe.at,,Kindergarten,408
408225,Pfarrcaritaskindergarten Hofkirchen an der Trattnach,,Schulstraße,1,4716,Hofkirchen an der Trattnach,40811,07734/2669,kindergarten.hofkirchen@aon.at,https://www.hofkirchen-trattnach.at/caritas_kindergarten_und_krabbelstube,Kindergarten,408
408226,Pfarrcaritaskindergarten Kematen am Innbach,,Anzenberger Straße,1,4633,Kematen am Innbach,40813,07247/20293,kindergarten@kematen-innbach.ooe.gv.at,kindergarten.gemeinde-gurten.at,Kindergarten,408
408227,Pfarrcaritaskindergarten Neukirchen am Walde,,Pühretstraße,14,4724,Neukirchen am Walde,40817,07278/3256,KG408227@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4451/ueberuns/kindergarten,Kindergarten,408
408228,Pfarrcaritaskindergarten Neumarkt im Hausruckkreis,,Pogbergstraße,5,4720,Neumarkt im Hausruckkreis,40818,07733/7390,KG408228@pfarrcaritas-kita.at,https://www.dioezese-linz.at/neumarkt-hausruck,Kindergarten,408
408229,Caritaskindergarten Pötting,,Pötting,22,4720,Pötting,40820,07733/728519,kindergarten.poetting@caritas-ooe.at,https://www.caritas-ooe.at,Kindergarten,408
